,age,workclass,fnlwgt
20573,22, Private,203182
20574,28, Private,221317
20575,38, Private,186934
20576,68, ?,351402
20577,40, Local-gov,179580
20578,32, Private,26803
20579,42, Private,344624
20580,31, State-gov,59969
20581,33, Private,162930
20582,54, Self-emp-not-inc,192654
20583,63, Private,117681
20584,67, Self-emp-not-inc,179285
20585,47, Private,217161
20586,67, Self-emp-inc,116517
20587,33, Private,170336
20588,33, Local-gov,256529
20589,25, Local-gov,227886
20590,25, Private,141706
20591,35, Private,361888
20592,54, Private,185407
20593,35, Self-emp-not-inc,176101
20594,18, Private,216730
20595,54, ?,155755
20596,30, Private,609789
20597,29, Private,136017
20598,41, Private,58880
20599,40, Private,285787
20600,46, Private,173243
20601,39, Private,160916
20602,42, Private,227397
20603,49, Self-emp-not-inc,111066
20604,23, Private,189924
20605,34, Private,31740
20606,42, Self-emp-not-inc,120837
20607,31, Private,172304
20608,72, ?,166253
20609,31, Private,86492
20610,90, Private,206667
20611,27, Self-emp-not-inc,153546
20612,18, ?,189041
20613,30, Self-emp-not-inc,115932
20614,27, Local-gov,151626
20615,27, Self-emp-not-inc,37302
20616,28, Private,109001
20617,40, Private,195488
20618,43, Local-gov,216116
20619,26, Private,118497
20620,48, Self-emp-not-inc,101233
20621,41, Private,349703
20622,32, Private,226883
20623,23, Private,214635
20624,35, Private,169672
20625,42, Private,71458
20626,27, State-gov,142621
20627,34, Private,125279
20628,25, Private,197303
20629,46, Local-gov,148995
20630,34, Private,69251
20631,39, Private,160123
20632,33, Private,137310
20633,25, Private,323229
20634,45, Private,138626
20635,46, Private,102359
20636,23, Private,151888
20637,37, Private,404661
20638,39, Private,99146
20639,38, Self-emp-not-inc,185325
20640,35, Self-emp-not-inc,230268
20641,49, Self-emp-inc,38819
20642,37, Private,380614
20643,45, Private,319637
20644,71, Private,149040
20645,44, Private,320984
20646,19, ?,117201
20647,38, Private,81965
20648,42, Local-gov,182302
20649,29, Private,53434
20650,48, Private,216214
20651,56, Self-emp-inc,24127
20652,32, Federal-gov,115066
20653,19, Private,120277
20654,57, Self-emp-not-inc,134286
20655,55, Private,26716
20656,48, ?,174533
20657,46, Self-emp-inc,175958
20658,36, Private,218948
20659,66, Private,117746
20660,26, Private,206199
20661,58, Self-emp-inc,89922
20662,62, Private,69867
20663,31, Private,109020
20664,77, ?,158847
20665,25, Private,130302
20666,38, Private,156728
20667,33, Private,424719
20668,51, Federal-gov,217647
20669,20, Private,33087
20670,40, Federal-gov,241895
20671,20, Private,38455
20672,41, Local-gov,81054
20673,44, Private,163215
20674,35, Private,156728
20675,35, Self-emp-not-inc,127930
20676,46, Federal-gov,227310
20677,24, Private,96844
20678,18, Private,245199
20679,37, Private,46385
20680,58, Private,186385
20681,55, Private,252714
20682,68, Private,154897
20683,41, Private,320744
20684,50, Private,138852
20685,48, Private,102092
20686,42, ?,32533
20687,45, Private,278151
20688,43, Private,338290
20689,37, Private,34378
20690,43, Private,91959
20691,36, Private,265881
20692,60, Private,276009
20693,27, Private,193898
20694,36, Private,139364
20695,47, State-gov,306473
20696,33, Private,37232
20697,19, State-gov,56424
20698,33, Private,165235
20699,34, Private,153326
20700,33, Private,106976
20701,57, Private,109015
20702,59, Private,154100
20703,36, Private,183739
20704,60, Private,367695
20705,33, Local-gov,156015
20706,41, Private,185132
20707,20, Self-emp-not-inc,188274
20708,28, Local-gov,50512
20709,24, State-gov,147719
20710,31, Private,414525
20711,38, Private,289148
20712,40, Private,176069
20713,55, State-gov,199713
20714,49, Private,297884
20715,33, Private,204829
20716,52, Private,155433
20717,24, Local-gov,32950
20718,46, Private,233511
20719,20, Private,210781
20720,50, Private,190762
20721,22, Private,83315
20722,32, Self-emp-inc,343872
20723,46, Private,185385
20724,62, ?,302142
20725,39, Private,80324
20726,26, Private,357933
20727,20, Private,211293
20728,37, Self-emp-inc,199265
20729,40, Private,202872
20730,22, Private,195075
20731,32, Private,317378
20732,41, Private,187802
20733,24, Private,97212
20734,40, Private,47902
20735,37, State-gov,76767
20736,42, Private,172297
20737,56, Private,274475
20738,20, Private,105244
20739,55, Local-gov,165695
20740,29, Private,253801
20741,37, Private,305597
20742,61, Self-emp-not-inc,352448
20743,26, Private,242768
20744,49, Self-emp-inc,201080
20745,18, Local-gov,159032
20746,30, Private,149568
20747,24, Private,229553
20748,24, State-gov,155775
20749,37, Private,120074
20750,37, Local-gov,257588
20751,36, Private,177907
20752,40, Private,309311
20753,44, Self-emp-not-inc,138975
20754,43, Self-emp-not-inc,187778
20755,19, Private,35865
20756,50, Private,234373
20757,17, ?,151141
20758,39, Private,144688
20759,43, Private,248094
20760,43, Private,248094
20761,40, Private,213821
20762,31, State-gov,55849
20763,25, Private,121712
20764,30, Federal-gov,164552
20765,55, Private,223127
20766,55, Private,190514
20767,29, Private,203797
20768,28, Private,378460
20769,30, Private,105908
20770,33, Private,232356
20771,23, Private,210526
20772,71, Private,193530
20773,22, ?,22966
20774,21, Private,43535
20775,62, ?,72486
20776,22, ?,229997
20777,49, Private,183013
20778,31, Private,113364
20779,27, Private,197380
20780,27, Private,298635
20781,26, Private,213385
20782,30, ?,108464
20783,17, Private,31007
20784,26, Private,35917
20785,45, Private,99385
20786,50, Private,48358
20787,31, Private,241885
20788,51, Private,24344
20789,56, Private,149686
20790,24, State-gov,154432
20791,29, Private,331875
20792,26, Private,259585
20793,51, Private,104748
20794,32, Local-gov,144949
20795,47, State-gov,199512
20796,30, Private,302438
20797,41, ?,129155
20798,49, Federal-gov,115784
20799,40, Private,96509
20800,62, Private,226733
20801,43, Self-emp-inc,244945
20802,76, Private,243768
20803,40, ?,351161
20804,35, Private,186934
20805,27, Private,89813
20806,54, Self-emp-inc,129432
20807,55, Self-emp-not-inc,184702
20808,21, Private,275291
20809,20, Private,258298
20810,39, Private,139743
20811,26, Private,102476
20812,20, Private,103840
20813,28, Private,274579
20814,56, Federal-gov,156842
20815,39, Private,101020
20816,44, Federal-gov,68729
20817,55, Private,141326
20818,54, Self-emp-not-inc,168723
20819,30, Private,347166
20820,34, Local-gov,213722
20821,42, Private,196797
20822,50, Self-emp-inc,207246
20823,34, Federal-gov,199934
20824,23, Private,272185
20825,27, ?,190650
20826,81, ?,147097
20827,47, Private,266281
20828,57, Private,96779
20829,65, ?,117162
20830,33, Private,188352
20831,37, Private,359131
20832,53, Private,198824
20833,27, State-gov,68393
20834,47, Private,115613
20835,42, Private,45363
20836,39, Private,121590
20837,58, Local-gov,292379
20838,20, Private,482732
20839,19, Private,198663
20840,39, Private,230329
20841,51, Private,29887
20842,52, Private,194259
20843,53, Private,126368
20844,50, Private,108446
20845,36, Private,220696
20846,30, Private,32008
20847,30, Private,191777
20848,50, Private,185846
20849,76, Private,127016
20850,46, Self-emp-not-inc,102308
20851,24, Private,157894
20852,26, Private,345405
20853,56, Self-emp-not-inc,94156
20854,50, Private,145409
20855,22, Private,190968
20856,23, Local-gov,212803
20857,51, Private,168660
20858,58, Private,234481
20859,38, Private,131461
20860,45, Private,408773
20861,55, Self-emp-not-inc,126117
20862,45, Private,155489
20863,42, Private,296749
20864,44, State-gov,185832
20865,60, Private,43235
20866,27, Private,213152
20867,25, Local-gov,334267
20868,61, ?,253101
20869,43, Private,64631
20870,44, Local-gov,193882
20871,63, Private,71800
20872,46, Local-gov,170092
20873,47, Private,198223
20874,37, Private,359796
20875,43, Private,110556
20876,46, Private,196858
20877,48, ?,112860
20878,61, Self-emp-not-inc,224784
20879,53, Federal-gov,271544
20880,79, ?,142171
20881,44, Private,221172
20882,54, Private,256916
20883,22, Private,157332
20884,47, Federal-gov,192894
20885,18, Private,240183
20886,25, Private,204338
20887,24, Private,122166
20888,37, Local-gov,397877
20889,51, Private,115066
20890,35, Self-emp-not-inc,170174
20891,59, Private,171015
20892,46, Private,91262
20893,45, Local-gov,127678
20894,19, Private,263338
20895,22, Private,129508
20896,41, Private,192107
20897,33, Self-emp-not-inc,93930
20898,26, Federal-gov,207537
20899,22, Private,138542
20900,29, Self-emp-not-inc,116207
20901,22, Private,198244
20902,34, Private,90614
20903,23, Private,211160
20904,20, Private,194630
20905,25, Private,161478
20906,59, Private,144071
20907,44, Private,167005
20908,55, Private,342121
20909,77, Self-emp-not-inc,71676
20910,42, Private,124692
20911,47, Private,147236
20912,42, Private,145175
20913,45, Private,259323
20914,23, Private,154978
20915,60, ?,163946
20916,23, Private,127768
20917,52, Private,98588
20918,49, Private,192894
20919,20, Private,194848
20920,20, Private,34446
20921,23, Local-gov,177265
20922,30, Private,142977
20923,45, Private,241350
20924,30, Private,154882
20925,17, Private,60562
20926,22, Private,142566
20927,25, Private,176162
20928,52, Private,186303
20929,40, Private,237671
20930,18, ?,184416
20931,58, Private,68624
20932,30, Private,229504
20933,59, Private,340591
20934,29, Private,262208
20935,26, Private,236008
20936,39, Local-gov,214284
20937,33, Private,169496
20938,21, ?,205940
20939,22, Private,195179
20940,25, Private,469697
20941,19, ?,140242
20942,44, Private,214415
20943,35, Private,452283
20944,40, Private,244172
20945,19, Private,231972
20946,37, Private,412296
20947,32, Private,30497
20948,52, Self-emp-not-inc,189216
20949,36, Private,268292
20950,38, Private,69306
20951,57, State-gov,111224
20952,22, State-gov,309348
20953,80, ?,174995
20954,20, Private,210781
20955,40, Private,286750
20956,36, Self-emp-not-inc,321274
20957,27, Private,192936
20958,52, Private,72743
20959,43, Private,187861
20960,35, Private,179579
20961,29, Private,663394
20962,27, Private,302422
20963,24, ?,154373
20964,49, Local-gov,37353
20965,26, Self-emp-not-inc,109609
20966,47, Private,184402
20967,20, Private,224640
20968,19, Private,405526
20969,34, Private,36385
20970,20, Private,147884
20971,23, Private,164231
20972,25, Private,383306
20973,21, Private,417668
20974,25, Private,161007
20975,63, State-gov,99823
20976,25, Private,37379
20977,28, Private,148645
20978,39, Private,180477
20979,28, Private,123147
20980,30, Private,111415
20981,41, Local-gov,107327
20982,52, Local-gov,146565
20983,36, Private,267556
20984,47, Private,284871
20985,27, Private,194690
20986,32, Federal-gov,145983
20987,52, Private,163998
20988,50, Private,128478
20989,21, Private,250647
20990,60, Private,226949
20991,47, Private,157901
20992,54, Self-emp-not-inc,33863
20993,32, Local-gov,40444
20994,61, Private,54373
20995,21, Private,52753
20996,29, Self-emp-not-inc,104423
20997,36, Local-gov,305714
20998,38, Local-gov,167440
20999,59, Private,291529
21000,43, Private,243380
21001,19, Private,38619
21002,42, Private,230684
21003,33, Private,132601
21004,47, Private,193285
21005,51, Private,279156
21006,28, Private,339372
21007,61, Private,101265
21008,23, Private,117789
21009,31, Private,312667
21010,38, Self-emp-not-inc,255503
21011,21, Private,221955
21012,22, Private,139190
21013,35, Private,185556
21014,53, Federal-gov,84278
21015,40, Private,114580
21016,36, Private,185405
21017,33, Self-emp-not-inc,199539
21018,23, Private,346480
21019,51, Local-gov,349431
21020,31, Private,219619
21021,28, Local-gov,127491
21022,26, Self-emp-not-inc,253899
21023,32, Private,155232
21024,43, Private,182437
21025,19, Private,530454
21026,46, Private,101430
21027,49, Local-gov,358668
21028,31, Private,90668
21029,45, Private,126141
21030,41, Private,238355
21031,22, Private,194031
21032,25, Private,117833
21033,46, Private,249686
21034,44, Self-emp-not-inc,219591
21035,25, Private,221757
21036,30, Private,80625
21037,54, Private,185407
21038,34, Private,163110
21039,34, ?,24504
21040,30, Private,159187
21041,21, Private,100462
21042,27, Private,192936
21043,29, Private,145011
21044,60, Self-emp-inc,181196
21045,36, Self-emp-not-inc,37778
21046,27, Private,60288
21047,57, Self-emp-not-inc,84231
21048,24, Private,52028
21049,63, Private,318763
21050,29, Private,168138
21051,34, Private,113530
21052,27, Private,321896
21053,31, Private,145791
21054,31, Private,131425
21055,55, Private,145214
21056,64, Local-gov,142166
21057,20, Private,494784
21058,44, Self-emp-not-inc,172479
21059,35, Private,184655
21060,41, Local-gov,26669
21061,38, Private,191479
21062,21, Private,86625
21063,64, State-gov,111795
21064,42, Private,242564
21065,31, Private,364657
21066,42, Self-emp-not-inc,436107
21067,35, Private,272476
21068,36, Federal-gov,47310
21069,23, Private,283796
21070,20, Private,161092
21071,26, Local-gov,265230
21072,56, Federal-gov,61885
21073,40, Private,150471
21074,19, Private,183041
21075,33, Private,176673
21076,45, Federal-gov,235891
21077,41, Private,163287
21078,29, Private,164040
21079,46, Local-gov,324561
21080,48, Private,99127
21081,38, Private,334999
21082,29, Private,543477
21083,35, Private,65876
21084,59, Local-gov,105866
21085,27, Private,214858
21086,43, Private,154076
21087,70, Private,280307
21088,30, Private,97723
21089,24, Private,233499
21090,76, Local-gov,259612
21091,25, Private,236977
21092,39, Private,347814
21093,36, Local-gov,197495
21094,23, Private,227594
21095,60, Private,165441
21096,20, ?,337488
21097,54, Private,167552
21098,20, Private,396722
21099,22, Federal-gov,146538
21100,24, Private,51973
21101,41, Private,144778
21102,35, Private,169672
21103,23, Private,240137
21104,54, State-gov,103179
21105,17, Private,172050
21106,43, Private,178976
21107,33, Private,176185
21108,30, Private,158200
21109,38, Federal-gov,172571
21110,54, Self-emp-not-inc,226735
21111,39, Private,148015
21112,32, Private,199529
21113,61, Local-gov,35001
21114,24, ?,67586
21115,22, Private,88126
21116,34, Private,226296
21117,18, Private,452452
21118,20, Private,378546
21119,53, Federal-gov,186087
21120,32, Private,27856
21121,68, Self-emp-not-inc,234859
21122,28, Private,71733
21123,28, Private,207473
21124,54, Private,179291
21125,21, ?,253190
21126,52, Private,92968
21127,25, Private,209286
21128,30, Private,122889
21129,33, Private,112358
21130,49, Private,176341
21131,58, Private,247276
21132,45, Private,276087
21133,67, Private,257557
21134,42, Local-gov,177937
21135,69, Self-emp-inc,106395
21136,61, Private,167138
21137,34, Private,213887
21138,28, Private,185647
21139,19, Private,143360
21140,31, Self-emp-not-inc,176862
21141,32, Federal-gov,97614
21142,76, ?,224680
21143,53, Private,196763
21144,46, Private,306183
21145,43, Self-emp-not-inc,343061
21146,48, ?,193047
21147,39, Private,348521
21148,59, Private,195835
21149,19, Private,106273
21150,40, Private,222756
21151,63, Self-emp-inc,110610
21152,44, ?,191982
21153,46, Private,247286
21154,22, Private,219042
21155,36, Private,224566
21156,57, Private,204751
21157,58, Private,113398
21158,25, ?,170428
21159,59, Private,258579
21160,36, Private,162424
21161,29, Private,263005
21162,49, Self-emp-inc,26502
21163,42, Private,369131
21164,43, Local-gov,114859
21165,46, Private,405309
21166,43, Local-gov,323627
21167,40, Private,106698
21168,43, Private,51506
21169,48, Private,117251
21170,26, Private,106705
21171,30, Private,217296
21172,58, Private,34788
21173,43, Private,143368
21174,53, Local-gov,86600
21175,74, State-gov,117017
21176,64, ?,104756
21177,45, Private,55720
21178,32, State-gov,481096
21179,23, ?,281668
21180,38, Private,186145
21181,42, Self-emp-not-inc,96524
21182,24, Local-gov,187397
21183,63, Private,181153
21184,25, Local-gov,375170
21185,37, Private,360743
21186,28, Self-emp-not-inc,420054
21187,31, Private,137681
21188,46, Private,28419
21189,44, Private,101214
21190,42, Local-gov,213019
21191,45, Private,207540
21192,52, Private,145333
21193,40, Private,107306
21194,26, Private,195327
21195,55, Private,196126
21196,17, Private,175465
21197,27, Private,197905
21198,71, Self-emp-inc,118119
21199,35, Private,172571
21200,17, Private,25051
21201,26, Private,210714
21202,22, Private,183083
21203,51, Private,99185
21204,33, Private,283921
21205,41, Local-gov,396467
21206,50, Private,158680
21207,26, Private,202091
21208,21, Private,285127
21209,53, Private,218630
21210,32, Self-emp-inc,99309
21211,19, Private,165505
21212,22, Private,122272
21213,58, Private,147707
21214,47, Federal-gov,44257
21215,51, Self-emp-inc,194995
21216,42, State-gov,345969
21217,28, Private,31842
21218,29, Private,143582
21219,50, Private,161438
21220,22, Private,317019
21221,47, Self-emp-not-inc,158451
21222,60, Private,225883
21223,46, Self-emp-not-inc,176319
21224,58, Self-emp-inc,258883
21225,62, Private,26966
21226,47, Private,202812
21227,59, Private,35411
21228,41, Private,190885
21229,31, Private,182162
21230,18, Private,352640
21231,64, Self-emp-not-inc,213945
21232,51, Self-emp-not-inc,135102
21233,47, Self-emp-not-inc,102583
21234,68, Private,225612
21235,32, Private,241802
21236,39, Private,347434
21237,37, Private,305259
21238,29, Private,140830
21239,44, Private,291568
21240,46, Private,203067
21241,40, Self-emp-not-inc,155106
21242,19, ?,252752
21243,65, ?,404601
21244,52, Local-gov,100226
21245,40, Private,63503
21246,61, Private,95929
21247,30, Private,187618
21248,61, Self-emp-not-inc,92178
21249,33, Private,220362
21250,32, Local-gov,209900
21251,32, Private,272376
21252,32, Self-emp-not-inc,173854
21253,37, Private,278924
21254,53, Private,324568
21255,51, Self-emp-inc,124963
21256,29, Private,211299
21257,48, Private,192791
21258,69, Private,182862
21259,28, Private,46868
21260,55, Local-gov,31365
21261,45, Private,148171
21262,18, Private,142647
21263,60, Private,116230
21264,38, Private,108907
21265,19, Private,495982
21266,18, Private,334026
21267,33, Private,268571
21268,33, Private,213813
21269,29, Private,241667
21270,37, Private,160920
21271,50, Private,107265
21272,19, ?,41609
21273,28, Private,129460
21274,43, ?,109912
21275,23, Private,167424
21276,47, Private,270079
21277,21, Private,325923
21278,19, Private,194905
21279,47, Local-gov,183486
21280,36, Federal-gov,153066
21281,62, Self-emp-inc,56248
21282,65, Private,105252
21283,46, Self-emp-not-inc,168195
21284,35, Private,167735
21285,50, Private,146310
21286,20, Private,256504
21287,17, Private,121425
21288,33, Private,146440
21289,57, ?,155259
21290,53, Self-emp-not-inc,98829
21291,47, Self-emp-inc,239321
21292,62, Self-emp-inc,134768
21293,35, Private,556902
21294,27, Private,47907
21295,23, Private,114357
21296,27, Private,189462
21297,39, Private,90646
21298,25, Private,232914
21299,24, Private,192201
21300,23, Private,27776
21301,29, Private,137476
21302,30, Private,100734
21303,34, Private,111746
21304,32, Private,184833
21305,18, Private,414721
21306,20, Private,151780
21307,38, State-gov,203628
21308,18, Private,137363
21309,41, Private,172307
21310,21, Private,273403
21311,36, State-gov,37931
21312,61, Private,97030
21313,30, Private,54608
21314,26, Private,108542
21315,27, Private,253814
21316,45, Private,421412
21317,47, Private,207140
21318,19, Private,138153
21319,29, Private,46987
21320,51, Self-emp-inc,183173
21321,34, Local-gov,229531
21322,42, Self-emp-not-inc,320744
21323,26, Private,257405
21324,20, State-gov,432052
21325,43, Private,397280
21326,20, Private,38001
21327,27, Private,101618
21328,46, Federal-gov,332727
21329,39, Private,115215
21330,33, Private,178449
21331,42, Private,185267
21332,23, Private,410439
21333,29, Private,85572
21334,27, Private,83517
21335,43, Self-emp-not-inc,194726
21336,23, Private,322674
21337,40, Local-gov,34540
21338,35, Local-gov,211073
21339,30, Private,194901
21340,59, Private,117059
21341,65, Self-emp-not-inc,78875
21342,28, Private,51461
21343,79, Private,266119
21344,43, Local-gov,92374
21345,54, Private,175262
21346,27, Private,208249
21347,30, Private,196385
21348,22, ?,110622
21349,34, Private,146980
21350,18, Private,112974
21351,40, Self-emp-not-inc,175943
21352,28, Private,163265
21353,18, Private,210932
21354,46, Private,145290
21355,23, Private,198992
21356,77, ?,174887
21357,41, Federal-gov,36651
21358,48, Private,190072
21359,29, Private,49087
21360,41, Private,126622
21361,41, Private,174189
21362,34, Private,118605
21363,49, Self-emp-not-inc,377622
21364,49, Private,157272
21365,30, Private,78530
21366,28, Private,190391
21367,62, State-gov,162678
21368,41, Private,103980
21369,20, Private,293726
21370,61, Private,98350
21371,30, Private,207668
21372,29, Federal-gov,41013
21373,50, Private,188186
21374,44, Federal-gov,320071
21375,25, Private,306908
21376,62, Private,167652
21377,57, Private,173580
21378,35, Private,273612
21379,26, Private,195555
21380,60, Private,186446
21381,22, Private,418405
21382,62, Local-gov,41793
21383,26, Private,183965
21384,26, Private,354784
21385,44, Private,198096
21386,32, Private,732102
21387,66, Self-emp-not-inc,97847
21388,24, Private,196678
21389,19, Private,320014
21390,54, Self-emp-inc,298215
21391,37, Private,295127
21392,38, Private,368140
21393,37, Self-emp-not-inc,187411
21394,22, ?,121070
21395,34, Private,212163
21396,35, Self-emp-not-inc,108198
21397,42, Federal-gov,294431
21398,47, Federal-gov,202560
21399,29, Self-emp-inc,266070
21400,34, Private,346122
21401,38, Self-emp-inc,308686
21402,62, Self-emp-inc,236096
21403,35, Private,187711
21404,37, Private,238959
21405,47, Private,93557
21406,37, Private,329980
21407,22, Private,125010
21408,60, Self-emp-inc,90915
21409,31, Private,289731
21410,74, ?,33114
21411,63, Private,206052
21412,30, Private,191385
21413,44, ?,268804
21414,40, Self-emp-inc,191429
21415,35, Self-emp-not-inc,199753
21416,50, Local-gov,92486
21417,18, Private,171088
21418,33, Private,112820
21419,59, Self-emp-not-inc,32855
21420,17, Private,142964
21421,47, Private,89146
21422,51, ?,147015
21423,26, Private,291968
21424,32, Local-gov,29235
21425,55, Private,238216
21426,36, State-gov,323726
21427,54, Private,141663
21428,19, ?,218471
21429,32, Private,118551
21430,52, Local-gov,35092
21431,39, Private,139703
21432,39, Federal-gov,206190
21433,59, Self-emp-not-inc,178353
21434,55, Federal-gov,169133
21435,54, Self-emp-not-inc,103179
21436,31, Private,354464
21437,19, ?,124651
21438,30, Private,60426
21439,47, Federal-gov,98726
21440,31, Private,133861
21441,32, Self-emp-not-inc,180303
21442,33, Private,221324
21443,31, Private,325658
21444,32, Private,210562
21445,46, Private,152249
21446,29, Private,178649
21447,41, State-gov,48997
21448,39, Private,243409
21449,34, Private,162442
21450,23, Private,203078
21451,53, Self-emp-inc,155983
21452,45, Self-emp-not-inc,182677
21453,34, ?,170276
21454,47, Private,105381
21455,24, ?,256240
21456,42, Private,210275
21457,53, Private,150980
21458,38, Self-emp-inc,141584
21459,26, Private,113571
21460,18, Private,154089
21461,43, Private,50197
21462,26, Private,132572
21463,47, Private,238185
21464,26, Private,112754
21465,21, ?,357029
21466,32, State-gov,213389
21467,48, Self-emp-inc,287647
21468,39, Private,150061
21469,58, Self-emp-inc,143266
21470,55, Self-emp-not-inc,68006
21471,40, Private,287079
21472,33, Private,223212
21473,74, Self-emp-not-inc,173929
21474,49, Self-emp-not-inc,182211
21475,56, Self-emp-not-inc,62539
21476,29, Private,157612
21477,25, Private,305472
21478,57, Private,548256
21479,29, Private,40295
21480,28, Private,112403
21481,59, Private,31137
21482,30, Private,116138
21483,28, ?,127833
21484,19, Private,201743
21485,40, Private,240027
21486,28, Private,129882
21487,48, ?,355890
21488,20, Private,107658
21489,58, Private,136841
21490,19, Private,146679
21491,75, ?,35724
21492,24, Federal-gov,42251
21493,31, Private,113838
21494,28, Self-emp-not-inc,282398
21495,41, Private,33331
21496,23, Federal-gov,41031
21497,46, Private,155489
21498,33, Private,53042
21499,34, Private,174789
21500,47, Local-gov,203067
21501,81, Private,177408
21502,45, Private,216626
21503,35, Private,93034
21504,59, Self-emp-not-inc,188003
21505,46, Local-gov,65535
21506,39, Private,366757
21507,23, Private,414545
21508,25, Private,295919
21509,37, Private,34378
21510,49, Self-emp-inc,58359
21511,25, Private,476334
21512,32, Private,255424
21513,34, Local-gov,175856
21514,40, Private,124692
21515,33, Private,118551
21516,78, ?,292019
21517,31, Private,288566
21518,61, Private,137733
21519,22, Private,39432
21520,29, Private,138537
21521,37, Private,709445
21522,35, Private,194809
21523,52, Self-emp-inc,89041
21524,37, ?,299090
21525,18, Private,159561
21526,37, Private,236328
21527,46, Private,269045
21528,25, ?,196627
21529,47, Federal-gov,323798
21530,55, Private,463072
21531,32, Private,199655
21532,25, Self-emp-inc,98756
21533,50, State-gov,161075
21534,18, Private,192485
21535,25, Private,201579
21536,23, Private,117606
21537,51, ?,177487
21538,47, Self-emp-not-inc,237731
21539,37, Private,60313
21540,37, Private,270059
21541,27, Private,169958
21542,19, Private,240686
21543,52, Local-gov,124793
21544,25, Self-emp-not-inc,113948
21545,17, ?,241021
21546,21, Private,147655
21547,41, Self-emp-not-inc,38876
21548,55, Private,117299
21549,20, ?,114813
21550,24, Private,136310
21551,41, Federal-gov,153132
21552,23, Private,197552
21553,33, Private,69748
21554,29, Private,175738
21555,50, State-gov,78649
21556,37, Self-emp-inc,188774
21557,48, Private,155659
21558,19, Federal-gov,215891
21559,40, Private,144928
21560,30, Private,33688
21561,65, Private,262446
21562,44, Federal-gov,191295
21563,32, Private,279173
21564,41, Private,153031
21565,28, Private,202239
21566,44, Federal-gov,469454
21567,39, Local-gov,164156
21568,59, Private,196482
21569,31, Private,176185
21570,34, Private,287315
21571,20, Private,117210
21572,33, Private,41610
21573,52, Private,160703
21574,31, Private,80511
21575,39, Private,219155
21576,35, Private,106347
21577,37, Self-emp-not-inc,68899
21578,44, Self-emp-not-inc,163985
21579,28, Private,270887
21580,17, Private,205726
21581,23, Private,218899
21582,35, Private,186183
21583,19, Private,248749
21584,30, Private,197558
21585,27, Private,176514
21586,29, ?,116820
21587,27, Private,128730
21588,37, Private,215503
21589,44, Private,226129
21590,34, Private,175856
21591,43, Private,281138
21592,41, Private,98061
21593,34, Self-emp-not-inc,260560
21594,23, Private,289909
21595,51, Private,59590
21596,24, Private,236769
21597,38, Self-emp-not-inc,423616
21598,24, Private,291407
21599,53, Self-emp-inc,100029
21600,33, Private,204494
21601,24, Private,201680
21602,45, Private,154308
21603,31, Private,150324
21604,38, Local-gov,331609
21605,28, Private,100829
21606,38, Private,203169
21607,25, Private,122075
21608,29, Private,178778
21609,29, Private,276345
21610,48, Private,233511
21611,24, Private,289448
21612,31, Private,173350
21613,36, Private,130589
21614,62, Private,94318
21615,25, Private,297531
21616,55, Private,129762
21617,21, Private,182614
21618,60, Private,120067
21619,41, Private,182370
21620,43, State-gov,60949
21621,30, Private,190511
21622,47, Private,188195
21623,50, Private,89534
21624,41, Self-emp-inc,125831
21625,23, Private,183358
21626,38, ?,75024
21627,30, Private,251120
21628,35, Private,108946
21629,25, Private,93223
21630,61, Private,147393
21631,71, ?,45801
21632,35, State-gov,225385
21633,35, Federal-gov,23892
21634,38, Private,179668
21635,27, Self-emp-not-inc,404998
21636,51, Private,68882
21637,55, Self-emp-not-inc,194065
21638,45, Private,357540
21639,33, Private,185336
21640,25, State-gov,152503
21641,52, Private,167794
21642,46, Private,96552
21643,34, Private,169527
21644,52, State-gov,254285
21645,47, Private,32509
21646,46, Private,125492
21647,36, Self-emp-inc,186035
21648,69, ?,168794
21649,34, Private,191856
21650,36, Private,215503
21651,31, Private,187560
21652,31, Self-emp-not-inc,252752
21653,38, Local-gov,210991
21654,57, Local-gov,190748
21655,24, Private,117767
21656,37, Private,301070
21657,69, Self-emp-not-inc,204645
21658,39, Private,186183
21659,38, Private,131808
21660,34, State-gov,156292
21661,21, Private,124589
21662,21, Private,262819
21663,61, Private,95500
21664,35, Private,241306
21665,29, Private,238680
21666,18, ?,42293
21667,41, Local-gov,168071
21668,42, Private,337629
21669,52, Private,168001
21670,38, Private,97759
21671,51, Self-emp-not-inc,107096
21672,55, Private,76860
21673,20, Private,70076
21674,23, Private,312017
21675,24, Private,174138
21676,48, Private,125892
21677,22, Private,210474
21678,22, State-gov,157332
21679,28, Private,30771
21680,28, Private,319768
21681,34, Private,209101
21682,25, Private,324609
21683,48, Private,268234
21684,32, Local-gov,178109
21685,31, Private,25955
21686,65, ?,123484
21687,56, Local-gov,129762
21688,22, Self-emp-not-inc,108506
21689,27, Private,241607
21690,27, Federal-gov,214385
21691,30, Local-gov,183000
21692,33, Private,290763
21693,50, Private,171924
21694,19, Private,97189
21695,42, Private,195096
21696,37, Federal-gov,329088
21697,26, Private,58371
21698,32, ?,256371
21699,43, Private,35824
21700,47, Private,173271
21701,26, Private,391349
21702,24, Private,86153
21703,34, Private,295855
21704,33, Self-emp-not-inc,327902
21705,35, Private,285102
21706,57, Private,178353
21707,45, Private,28119
21708,42, Private,197522
21709,25, Private,108542
21710,56, Private,179781
21711,25, Private,126974
21712,23, Private,180060
21713,35, Local-gov,38948
